32,70,80,50.5
33,0,10,6.2
33,10,20,6.9
33,30,40,5.7
33,45,50,29.3
33,70,80,55.2
34,0,10,25.5
34,10,20,20.6
34,30,40,40.4
34,70,80,37
35,0,10,38.4
35,10,20,48.4
35,30,40,49.7
35,70,80,38.5
36,0,10,38.6
36,10,20,38.5
36,30,40,33.9
36,70,80,29.6
37,0,10,41.6
37,10,20,41.2
37,30,40,45
37,70,80,50.8
38,0,10,60.2
38,10,20,60.8
38,30,40,59.9
38,70,80,62.6
39,0,4,32.4
39,4,10,32.6
39,10,20,39.5
39,30,40,43
39,70,80,52.7
40,0,10,39.5
40,10,20,43.1
40,30,40,46.2
40,70,80,55.7
41,0,3,22.9
41,3,10,36.2
41,10,20,37.8
41,30,40,41
41,70,80,50.6
42,0,6,40.4
42,10,20,49.8
42,30,40,50.2
42,70,80,54.9
43,0,7,38.9
43,10,20,43.9
43,30,40,47
43,70,80,49.4
44,0,10,47.7
44,10,20,48.7
44,30,40,48.4
44,70,80,54.9
45,0,10,39.9
45,10,20,42.7
45,30,40,47
45,50,60,51.9
45,70,80,55.6
46,0,10,35.3
46,10,20,40.9
46,30,40,38.9
46,70,80,38
47,0,8,51.4
47,10,20,55.5
47,30,40,56.9
47,70,80,55.2
48,0,10,45.3
48,10,20,46.7
48,30,40,49.6
48,70,80,51.6
49,0,10,48.4
49,10,20,49.5
49,30,40,49
49,70,80,51.7
50,0,8,64.9
50,10,20,66.6
50,30,40,67.6
50,70,80,67.9
51,0,10,8.5
51,10,20,7.5
51,30,40,6.6
51,44,50,32.8
51,70,80,43.2
52,0,10,8.8
52,10,20,8.5
52,30,40,9
52,70,80,6.6
52,80,90,21.3
53,0,10,55.2
53,10,20,57
53,30,40,62
53,50,60,52
53,70,80,63.4
54,0,10,66.6
54,10,20,67.9
54,30,40,68.8
54,70,80,70.5
55,0,10,65.2
55,10,20,64.1
55,30,40,64.2
55,70,80,66.6
56,0,10,65.9
56,10,20,63
56,30,40,62.5
56,70,80,62.8
57,0,10,48.1
57,10,20,45
57,30,40,46
57,70,80,58.5
58,0,5,24.7
58,5,10,34.5
58,10,20,40.7
58,30,40,48.5
58,70,80,48.2
59,0,8,46.4
59,10,20,49.2
59,30,40,51.8
59,70,77,52.5
60,0,10,49.2
60,10,20,48.2
60,30,40,47.6
60,70,80,51.6
61,0,10,47.6
61,10,20,47.8
61,30,40,48.8
61,70,80,55.5
62,0,10,44.3
62,10,20,49.9
62,30,40,49.3
62,70,80,52.3
63,0,10,31.1
63,10,20,36.1
63,30,40,37.2
63,70,80,46.7
64,0,10,28.4
64,10,20,33
64,30,40,32
64,70,80,41.2
65,0,10,32.7
65,10,20,35.2
65,30,40,45.6
65,40,50,51.7
65,70,80,51.7
66,0,5,49.6
66,5,10,48.9
66,10,20,49.1
66,30,40,49.8
66,70,80,51.4
67,0,10,10.2
67,10,20,13.8
67,30,40,11.1
67,70,80,44.9
68,0,10,6.2
68,10,20,5.3
68,30,40,3.1
68,50,60,4.5
68,70,80,59.5
69,0,10,53.7
69,10,20,52.9
69,30,40,53
69,70,80,44.1
70,0,10,27.8
70,10,20,25.6
70,30,40,29.6
70,70,80,39.1
71,0,10,52.5
71,10,20,52.9
71,35,40,54.1
71,70,80,54.7
72,0,10,50
72,10,20,49.2
72,30,40,53.9
72,70,80,55.8
73,0,10,60.6
73,10,20,62.6
73,30,40,62.2
73,70,80,58
74,0,10,56.1
74,10,20,56.9
74,30,40,56
74,70,80,54.7
75,0,6,55.2
75,10,20,57.6
75,30,40,58.7
75,70,80,61.2
76,0,8,43.2
76,10,20,45.1
76,30,40,45.5
76,70,80,48.2
77,0,4,49.3
77,4,10,51.3
77,10,20,51.3
77,30,40,52.2
77,70,80,52.4
78,0,5,37.4
78,5,10,36.9
78,10,20,39.2
78,30,40,39.6
78,70,80,47.3
79,0,10,26.1
79,10,20,31.3
79,30,40,30.8
79,70,80,36.3
80,0,6,26.3
80,6,10,14.7
80,10,20,28.3
80,30,40,47.9
80,70,80,41.2
81,0,10,28.3
81,10,20,31.8
81,30,40,41.6
81,70,80,44.8
82,0,10,32.9
82,12,20,34.5
82,30,40,36.2
82,70,80,40.4
83,0,10,34.4
83,10,20,37.3
83,30,40,39.2
83,70,80,41.7
84,0,5,44
84,5,10,46.4
84,10,20,48.1
84,30,40,50.6
84,70,80,51.3
85,0,10,9.4
85,13,20,6.8
85,30,40,9.5
85,70,80,32
86,0,10,4.6
86,10,20,3.6
86,30,40,2.8
86,50,60,15.6
86,70,80,25.3
87,0,10,57.6
87,10,20,61
87,30,40,57.6
87,60,70,33
88,0,10,55.9
88,10,20,48.9
88,30,40,42.6
88,70,80,42.5
89,0,5,53
89,5,10,52.4
89,10,20,53.7
89,30,40,57.6
89,70,80,64
90,0,10,61.9
90,10,20,64.3
90,30,40,63.5
90,70,80,64.1
91,0,10,68.9
91,10,20,69.8
91,30,40,68.9
91,70,80,72.3
92,0,10,58.8
92,10,20,57.9
92,30,40,59.5
92,70,80,59.8
93,0,10,40
93,10,20,43.7
93,30,40,42.9
93,70,80,52.5
94,0,8,39.8
94,10,20,45.2
94,30,40,49.5
94,70,80,52.2
95,0,10,29.9
95,10,20,39.4
95,30,40,46.5
95,70,80,50.3
96,0,6,32.7
96,10,20,33.3
96,30,40,41.6
96,70,80,49.9
97,0,10,64
97,10,20,63.4
97,30,40,55.8
97,70,80,45.3
98,0,10,33
98,10,20,40.5
98,30,40,43.8
98,70,80,42.8
99,0,10,14.2
99,10,20,19
99,30,40,15.5
99,70,80,30.6
100,0,10,44.3
100,10,20,41.8
100,30,40,44.8
100,70,80,46.9
101,0,10,10.8
101,10,20,10.6
101,28,34,7.1
101,34,40,21.8
101,70,80,31.2
102,0,10,44.7
102,10,20,47.8
102,30,40,51.2
102,70,80,50.4
103,0,10,12.7
103,10,20,15.2
103,30,40,14
103,40,53,25.4
103,70,80,50.9
104,0,10,13.2
104,10,20,13.6
104,30,40,17.3
104,45,55,41.8
104,70,80,51.1
105,0,10,57.9
105,10,20,56.9
105,30,40,56.6
105,70,80,57
106,0,10,58
106,12,20,60.1
106,30,40,58.9
106,70,80,59
107,0,10,59.5
107,12,20,59.1
107,30,40,59.7
107,70,80,61
108,0,9,66.9
108,10,20,68
108,30,40,68.8
108,70,80,67.8
109,0,10,62.8
109,10,20,62.1
109,30,40,62.8
109,70,80,60
110,0,10,51.6
110,10,20,55
110,30,40,53.8
110,70,80,58.7
111,0,10,31.1
111,10,20,42.6
111,30,40,41.1
111,70,80,50.8
112,0,6,39
112,10,20,38.9
112,30,40,45.7
112,70,80,46.6
113,0,10,46.9
113,10,20,50.9
113,30,40,50.6
113,70,80,54.7
114,0,10,40.7
114,12,20,49.5
114,30,40,53.9
114,70,80,45.6
115,0,10,32.3
115,10,20,38.3
115,30,40,34.8
115,70,80,34.2
116,0,10,20.6
116,10,15,17.4
116,15,20,29.8
116,30,40,32.6
116,70,80,36.4
117,0,10,9.7
117,10,20,11.6
117,20,30,12.5
117,30,40,28.4
117,70,80,38.3
118,0,10,18.7
118,10,20,19.9
118,30,40,25.1
118,70,80,31.2
119,0,10,8.4
119,10,20,9.5
119,30,40,10.2
119,70,80,13.4
120,0,10,6.9
120,10,20,9.7
120,30,40,11.4
120,70,80,8
121,0,10,6.2
121,10,20,7.5
121,30,40,12.1
121,70,80,13.6
122,0,10,54.7
122,10,20,56.8
122,30,40,51.8
122,70,80,50.6
123,0,8,23.5
123,10,20,49.1
123,30,40,48
123,70,80,41.3
124,0,10,60.8
124,10,20,68.3
124,30,40,70.1
124,70,80,71.7
125,0,10,49.9
125,10,20,50.5
125,30,40,51.5
125,70,80,47.7
126,0,10,64.3
126,10,20,65.7
126,30,40,63.1
126,70,80,61.7
127,0,10,72.3
127,10,20,72.8
127,30,40,74.5
127,70,80,76.4
128,0,10,56.2
128,10,20,57.2
128,30,40,57.2
128,70,80,56.7
129,0,10,60.1
129,10,20,58.8
129,30,40,59.3
129,70,80,59.9
130,0,8,59.6
130,10,20,59.5
130,30,40,61.7
130,70,80,56
131,0,8,25.2
131,10,20,51.5
131,30,40,53.8
131,70,80,37.6
132,0,10,33
132,10,20,42.5
132,30,40,48
132,70,80,35.7
133,0,6,28.9
133,10,20,30.8
133,30,40,44.4
133,70,80,37
134,0,10,23.7
134,10,20,26.6
134,30,40,37.9
134,70,80,38.7
135,0,6,34
135,10,20,46
135,30,40,51.7
135,70,80,31.9
135,100,110,36.5
136,0,10,4.7
136,10,20,5.4
136,30,40,5.4
136,70,75,8.5
136,75,80,21.7
137,0,10,25.4
137,10,18,29.5
137,30,40,39
137,70,80,36.3
138,0,7,36.1
138,10,20,46.2
138,30,40,47.6
138,70,80,48.5
139,0,7,40.3
139,10,20,54.2
139,30,40,56.6
139,70,80,28.9
140,0,10,56.5
140,10,20,57.9
140,30,40,59
140,70,80,52.8
141,0,10,68.7
141,11,20,70.1
141,30,40,74.1
141,70,80,73.6
142,0,10,56.2
142,10,20,56.4
142,30,40,58
142,70,80,59.8
143,0,10,70.5
143,10,20,69.8
143,30,40,70.3
143,70,80,69
144,0,10,61.5
144,10,20,60.5
144,30,40,64
144,70,80,68.6
145,0,5,65.1
145,5,10,66.8
145,12,20,61.6
145,30,40,66.4
145,70,80,68.8
146,0,9,53.4
146,10,18,55.8
146,20,30,54.4
146,70,80,56.1
147,0,10,31.9
147,10,18,38
147,30,40,40.2
147,70,80,43.9
148,0,10,44.3
148,10,20,41.9
148,30,40,44.4
148,70,80,44.8
149,0,10,50.9
149,10,20,52.7
149,30,40,52.3
149,70,80,50.6
150,0,8,37.5
150,10,20,52
150,30,40,54.4
150,70,80,48.1
151,0,10,28.8
151,10,20,29.8
151,30,40,33.4
151,70,80,30.8
152,0,10,36.3
152,10,20,40.4
152,30,40,38.6
152,70,80,41.8
153,0,10,20.1
153,10,20,23.8
153,30,40,25.8
153,70,80,19.6
154,0,7,32.5
154,10,20,17.5
154,30,40,26.4
154,70,80,32
155,0,10,41.1
155,10,20,38.6
155,30,40,47.6
155,70,80,50
156,0,10,59.3
156,10,20,63.8
156,30,40,63.9
156,50,60,67.4
156,70,80,40.9
157,0,10,31.9
157,10,20,38.4
157,30,40,46.4
157,70,80,44.4
158,0,4,40.6
158,4,10,43.2
158,10,20,43.6
158,30,40,39.6
158,70,80,34.6
159,0,5,36
159,5,10,35.5
159,10,20,37.7
159,30,40,44.7
159,70,80,47.5
160,0,7,53.7
160,10,20,53.5
160,30,40,52.5
160,70,80,52.6
161,0,10,56.1
161,10,17,54.4
161,30,40,54.3
161,70,80,54.7
162,0,6,67.9
162,10,20,69
162,30,40,70.1
162,70,80,74
163,0,10,54.6
163,10,20,52
163,30,40,51
163,70,80,41
164,0,5,35.1
164,5,10,37.5
164,10,20,39.9
164,30,40,40.6
164,70,80,52
165,0,10,45.6
165,10,20,49
165,30,40,48.8
165,70,80,50.1
166,0,8,52.7
166,10,20,54.2
166,30,40,52.6
166,70,80,51.7
167,0,10,33.1
167,10,20,53.8
167,30,40,53.7
167,70,80,51.4
168,0,10,54.6
168,10,20,57.8
168,30,40,58.4
168,50,60,58.6
168,70,80,59.8
169,0,10,42.2
169,10,20,46.8
169,30,40,39.4
169,70,80,34
170,0,10,16.1
170,10,20,19
170,30,40,35
170,70,80,48.4
171,0,10,6.2
171,10,20,7.8
171,30,40,8
171,70,80,11.1
171,90,100,11.5
172,0,10,11.6
172,10,20,10.5
172,30,40,9.7
172,70,80,38.6
173,0,10,56.2
173,10,20,58
173,30,40,55.6
173,70,80,57.5
174,0,10,30.1
174,10,20,29.1
174,30,40,31.4
174,70,80,31.3
175,0,6,40.9
175,10,20,30
175,30,40,55.6
175,70,80,54.5
176,0,10,63.4
176,10,20,63.9
176,30,40,66
176,70,80,71.2
177,0,8,62.3
177,10,20,58.7
177,30,40,58.7
177,70,80,58.6
178,0,10,47.8
178,10,20,50.1
178,30,40,48.4
178,70,80,38.1
179,0,8,48.1
179,10,20,51
179,30,40,54.9
179,70,78,56.9
179,100,110,49.3
180,0,10,54.5
180,10,20,54.8
180,30,40,53.1
180,70,80,49.9
181,0,10,44.7
181,10,20,45.1
181,30,40,47.5
181,70,80,45.9
182,0,10,54.3
182,10,20,47.7
182,30,40,48.6
182,70,80,48.2
183,0,8,38.4
183,10,20,43.8
183,30,40,39.6
183,70,80,50.9
184,0,10,36.3
184,10,20,40.7
184,30,40,40.2
184,70,80,39.7
185,0,5,49.3
185,5,10,50.3
185,10,20,50.7
185,30,40,51.4
185,70,80,53.8
186,0,10,11.9
186,10,20,13.7
186,30,40,12.9
186,50,60,9.4
186,70,80,37.9
187,0,10,18.6
187,10,20,19.2
187,30,40,15.3
187,40,50,46.7
187,70,80,37.4
188,0,10,7.3
188,10,20,9.7
188,30,38,5.2
188,38,45,4.9
188,45,55,15.3
188,70,80,17.5
189,0,10,6.9
189,10,20,3.6
189,30,40,2.3
189,70,75,4.2
189,75,80,9.6
190,0,10,26.4
190,10,20,42.7
190,30,40,45.4
190,70,80,33.5
191,0,10,54.1
191,10,20,60.4
191,30,40,67.3
191,55,65,63.6
191,70,80,42.2
192,0,10,42.6
192,10,20,53.2
192,30,40,50
192,70,80,36.4
193,0,10,6.7
193,10,20,7.5
193,30,40,8.3
193,70,80,15.9
194,0,8,24.6
194,10,20,25.8
194,30,40,28.6
194,70,80,44.6
195,0,10,61.8
195,10,20,62.6
195,30,40,65.1
195,70,80,64.2
196,0,10,55.4
196,10,20,66.4
196,30,40,69.4
196,70,80,70.8
197,0,10,54.8
197,10,20,57.4
197,30,40,56.9
197,70,80,58.2
198,0,10,34.8
198,10,20,34.5
198,30,40,46.9
198,70,80,48.3
199,0,10,41
199,10,20,42.3
199,30,40,44.6
199,60,70,40.9
199,70,80,39.4
200,0,10,52
200,10,20,50.4
200,30,40,47.3
200,70,80,44.7
201,0,8,43
201,10,20,39.2
201,30,40,46.1
201,70,80,44
202,0,4,8.5
202,4,10,8.8
202,10,20,6.2
202,30,40,18.3
202,70,80,24
203,0,5,35.8
203,5,10,38.7
203,10,20,44.3
203,33,40,48.5
203,72,80,45.2
204,0,10,14.2
204,10,20,14.7
204,30,40,30.6
204,50,60,54.2
204,70,80,24.4
205,0,10,7.5
205,10,20,8.9
205,30,40,11.6
205,40,50,16.9
205,70,80,9.4
206,0,10,3
206,10,20,2.5
206,30,40,2.3
206,50,60,3.2
206,70,80,25.6
207,0,10,26
207,10,20,29
207,30,40,51.6
207,70,80,43.3
208,0,10,62.1
208,10,20,61.5
208,30,40,59.2
208,70,80,28.4
209,0,3,19.5
209,3,10,26.1
209,10,20,24.8
209,30,40,24.4
209,70,80,25
210,0,6,30.4
210,10,20,41.6
210,30,40,44.4
210,70,80,55.7
211,0,7,53.5
211,10,20,55.3
211,30,40,54.7
211,70,80,59.4
212,0,6,37.5
212,10,20,39.5
212,30,40,46
212,70,80,48.8
213,0,10,36.1
213,15,20,39.8
213,30,40,44.8
213,70,80,47.6
214,0,10,46.8
214,10,20,46.5
214,30,40,47.5
214,70,80,49.6
215,0,10,56.1
215,10,20,55.6
215,30,40,57.5
215,70,80,58.3
216,0,10,66.7
216,10,20,67.2
216,30,40,67.4
216,70,80,68.6
217,0,10,56.2
217,15,20,56.7
217,30,40,59.3
217,70,80,57.2
218,0,10,59.6
218,10,18,59.1
218,30,40,59.1
218,70,80,58.8
219,0,10,62.5
219,10,20,61.6
219,30,40,62.5
219,70,80,61.7
220,0,10,48.5
220,10,20,45.9
220,30,40,54.8
220,70,80,53.7
221,0,10,52.9
221,11,20,52.5
221,30,40,52.6
221,70,80,53.1
222,0,4,53.5
222,4,10,50.6
222,12,20,57.1
222,30,40,53.9
222,70,80,50.2
223,0,5,37.7
223,5,10,44.8
223,10,20,52.4
223,30,40,57
223,70,80,57.5
224,0,6,66.8
224,10,20,68.7
224,30,40,72.7
224,70,80,76
225,0,6,45.2
225,10,20,40.5
225,30,40,40.8
225,70,80,40.9
226,0,8,56.8
226,10,20,58
226,30,40,58.2
226,70,80,58.6
227,0,8,56.6
227,10,20,55.2
227,30,40,58
227,70,80,58.1
228,0,9,51.5
228,10,20,50.6
228,30,40,54.6
228,70,80,56.9
229,0,10,56.2
229,12,20,56.4
229,30,40,57.1
229,70,80,55.9
230,0,10,42
230,10,20,40.2
230,30,40,48.6
230,70,80,49.2
231,0,10,46.8
231,10,20,43.8
231,30,40,50.4
231,70,80,51.4
232,0,10,55.4
232,12,20,56.1
232,30,40,58
232,70,80,57.7
233,0,10,39.2
233,10,20,48.2
233,30,40,48.8
233,70,80,53.9
234,0,10,34.3
234,10,20,40.8
234,30,40,42.9
234,70,80,48.9
235,0,10,52.6
235,10,20,53.8
235,30,40,55.3
235,70,80,61.4
236,0,10,26.5
236,10,20,47.4
236,30,40,40
236,70,80,39.5
237,0,7,44.3
237,10,20,47.1
237,30,40,47.7
237,70,80,48.5
238,0,10,38
238,10,20,38
238,30,40,38
238,70,80,45
239,0,10,52.3
239,10,20,55.1
239,30,40,57.2
239,50,60,54.8
239,70,80,52.1
240,0,10,27.8
240,10,20,38.7
240,30,40,36.6
240,70,80,35.1
241,0,10,49
241,10,20,54
241,30,40,54
241,70,80,54
242,0,8,21.3
242,10,20,31.9
242,30,40,48.2
242,70,80,42.9
243,0,10,45
243,10,20,45
243,30,40,45
243,70,80,45
244,0,10,20.9
244,10,20,33.1
244,30,40,38.7
244,70,80,33.5
245,0,10,27.5
245,10,20,42.3
245,30,40,38.9
245,70,80,41.2
246,0,10,25.5
246,10,20,44.1
246,30,40,36.9
246,40,50,30.7
246,70,80,40.6
247,0,10,43.8
247,10,20,52
247,30,40,52.1
247,70,80,43.7
248,0,10,52.3
248,10,20,52.1
248,30,40,52.9
248,70,80,54.8
249,0,10,24.8
249,10,20,40.4
249,30,40,39.6
249,70,80,47.9
250,0,10,52.5
250,10,20,55.1
250,30,40,56
250,70,80,54
251,0,5,19.9
251,5,10,25.5
251,10,20,40.5
251,30,40,40.1
251,70,80,43.8
252,0,10,6
252,10,20,4.8
252,20,28,4.8
252,40,50,36
252,70,80,56.6
253,0,10,8
253,10,20,4
253,20,30,4
253,30,40,38
253,70,80,31
254,0,10,20
254,10,20,38
254,30,40,45
254,70,80,49
255,0,10,35
255,10,20,36.1
255,30,40,33.6
255,70,80,34.1
256,0,8,17.9
256,10,20,34.1
256,30,40,36.1
256,70,80,32.2
257,0,10,20
257,12,20,38
257,30,40,45
257,70,80,49
258,0,10,4.6
258,10,20,7.7
258,20,30,7.2
258,30,40,22.1
258,70,80,32.5
259,0,5,32
259,10,16,38
259,30,40,45
259,70,80,49
260,0,10,4
260,10,20,4
260,30,40,4
260,40,50,4
260,54,64,31
260,70,80,45
261,0,10,38
261,10,20,49
261,30,40,49
261,70,80,49
262,0,10,38
262,10,20,49
262,30,40,54
262,70,80,54
263,0,10,45
263,10,20,49
263,30,40,49
263,70,80,54
264,0,10,45
264,10,20,49
264,30,40,49
264,70,80,54
265,0,10,45
265,10,20,49
265,30,40,49
265,70,80,45
266,0,10,38
266,10,20,38
266,30,40,49
266,70,80,49
267,0,10,13
267,10,20,20
267,30,40,31
267,70,80,45
268,0,10,13.5
268,10,20,19.2
268,20,30,36.8
268,30,40,38
268,70,80,37.7
269,0,10,8
269,10,20,8
269,30,40,8
269,70,80,12
270,0,10,57.9
270,10,20,55.6
270,30,40,51.5
270,70,80,59.1
271,0,10,36.5
271,10,20,43.4
271,30,40,40.5
271,70,80,55.3
272,0,10,57.4
272,10,20,55.9
272,30,40,56.2
272,70,80,61.7
273,0,8,54
273,10,20,54
273,30,40,49
273,70,80,49
274,0,10,49
274,10,20,49
274,30,40,54
274,70,80,54
275,0,10,54
275,10,20,54
275,30,40,57
275,70,80,49
276,0,10,45
276,10,20,49
276,30,40,45
277,0,10,54
277,10,20,54
277,30,40,54
278,0,10,49
278,10,20,49
278,30,40,49
278,70,80,45
279,0,10,49
279,10,20,49
279,30,40,49
279,70,80,45
280,0,10,47.7
280,10,20,46.4
280,30,40,50.1
280,70,80,56.2
281,0,10,42.2
281,10,20,44.6
281,30,40,42.9
281,70,80,51.2
282,0,3,20
282,3,14,45
282,14,36,38
282,36,55,38
282,55,145,38
283,0,3,49
283,3,32,49
283,32,105,49
284,0,5,49
284,5,25,49
284,25,75,49
284,75,160,49
285,0,4,49
285,4,65,49
285,65,100,54
286,0,4,31
286,4,15,49
286,15,60,54
286,60,100,49
287,0,5,31
287,5,20,54
287,20,70,57
287,70,99,57
288,0,5,38
288,5,20,45
288,20,65,49
288,65,95,49
289,0,6,37
289,6,25,54
289,25,80,54
289,80,101,54
290,0,15,49
290,15,80,49
290,80,99,57
291,0,10,49
291,10,75,54
291,75,99,54
292,0,15,49
292,15,75,54
292,75,240,54
293,0,20,45
293,20,65,54
293,65,95,54
293,95,140,54
294,0,10,20
294,10,20,38
294,30,40,38
294,70,80,45
295,0,10,49
295,10,20,49
295,30,40,54
295,70,80,54
296,0,3,49
296,3,10,45
296,10,20,45
296,30,40,49
296,70,80,54
297,0,10,32
297,10,20,32
297,30,40,49
297,70,80,37
298,0,3,18.3
298,3,10,7.9
298,14,20,20.2
298,30,40,10
298,70,80,5.4
298,83,90,25.4
299,0,10,18.8
299,10,20,8.9
299,30,40,6.8
299,60,70,33.9
299,70,80,38.4
300,0,10,13
300,10,20,11
300,30,40,12
300,50,60,45.4
300,70,80,37.4
301,0,10,17
301,10,16,17.1
301,30,40,31.9
301,70,80,27.4
302,0,10,13.4
302,10,20,10
302,30,40,32
302,70,80,43.4
302,100,110,26
303,0,10,8
303,10,20,45
303,30,40,49
303,70,80,31
304,0,4,24
304,4,10,24.3
304,10,20,23.3
304,30,40,27.9
304,70,80,32.3
305,0,10,38.3
305,10,20,39.1
305,30,40,40.4
305,70,80,43.9
306,0,6,48.4
306,6,10,51.4
306,10,20,50.4
306,30,40,54
306,70,80,55.2
307,0,10,56.3
307,10,20,60.3
307,30,40,60.8
307,70,80,38.8
308,0,8,32
308,10,20,32
308,30,40,38
308,70,80,57
309,0,10,49
309,10,20,54
309,30,40,54
309,70,80,57
310,0,10,45
310,10,20,49
310,30,40,54
310,70,80,54
311,0,10,13
311,10,16,20
311,16,20,20
311,30,40,45
311,70,80,38
312,0,10,12
312,10,20,12
312,30,40,38
312,70,80,38
313,0,10,13
313,10,17,13
313,17,30,38
313,30,40,45
313,70,80,38
314,0,10,45
314,10,20,45
314,20,30,45
314,30,40,54
314,70,80,54
315,0,10,36.5
315,10,20,37.3
315,30,40,37.9
315,70,80,40.7
316,0,5,38
316,5,10,28
316,10,20,44.3
316,30,40,52.8
316,70,80,58
317,0,10,45
317,10,20,49
317,30,40,45
317,70,80,45
318,0,2,14
318,2,10,14
318,10,20,14
318,30,40,38
318,70,80,38
319,0,10,31.9
319,10,20,40
319,30,40,44.7
319,70,80,41.8
320,0,10,36.5
320,10,20,42.2
320,30,40,49.2
320,70,80,47
321,0,10,28.5
321,10,20,33.8
321,30,40,35
321,70,80,37.5
322,0,10,60.2
322,10,20,61.2
322,30,40,60.2
322,70,80,60
323,0,10,49.6
323,10,20,50.3
323,30,40,49.8
323,70,80,50.2
324,0,10,19.7
324,10,20,22.6
324,30,40,25.5
324,70,80,25.2
325,0,10,60.3
325,10,20,62
325,30,40,61.9
325,70,80,65.3
326,0,10,55.3
326,10,20,55.6
326,30,40,54.2
326,70,80,55.2
327,0,10,41.5
327,10,20,46.8
327,30,40,46.6
327,70,80,53
328,0,10,53.9
328,10,20,55
328,30,40,50
328,70,80,56.9
329,0,10,38.2
329,10,20,35
329,30,40,44.5
329,70,80,52.3
330,0,10,43
330,10,20,45.2
330,30,40,50.2
330,70,80,49.9
331,0,8,23.7
331,10,20,23.6
331,20,30,25.8
331,30,40,28.5
331,70,80,31.2
332,0,10,22.4
332,10,20,26
332,30,40,12.3
332,70,80,11.4
333,0,10,14.7
333,12,20,33.1
333,25,35,50.6
333,35,45,22.9
333,70,80,20
334,0,10,3.9
334,10,17,4.2
334,20,30,3.3
334,40,50,36.6
334,70,80,30.8
335,0,10,16.7
335,10,20,37.2
335,30,40,35
335,70,80,35.6
336,0,10,36.7
336,10,20,44.9
336,30,40,46.9
336,70,80,48.1
337,0,10,38
337,10,20,38
337,30,40,49
337,70,80,57
338,0,10,2.5
338,10,20,2.1
338,30,40,1.7
338,40,50,1.1
338,70,80,1.4
339,0,10,4
339,10,20,4
339,30,40,4
339,70,80,4
340,0,10,45
340,15,25,45
340,30,40,45
340,70,80,49
341,0,10,28.2
341,10,20,35.9
341,30,40,44.8
341,70,80,49.3
